step,current,target,prediction,correct,winner_runner_up_margin,signed_target_margin,logit_margin,attention_probability,attention_probability_margin,sequence,case_id
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_B_A MAP_C_B STATE_R,0
1,A,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_B_A MAP_C_B STATE_A,1
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_B_A MAP_C_B STATE_B,2
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_B_A MAP_C_B STATE_C,3
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_C_A MAP_B_C STATE_R,4
1,A,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_C_A MAP_B_C STATE_A,5
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_C_A MAP_B_C STATE_C,6
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_A_R MAP_C_A MAP_B_C STATE_B,7
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_A_B MAP_C_A STATE_R,8
1,B,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_A_B MAP_C_A STATE_B,9
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_A_B MAP_C_A STATE_A,10
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_A_B MAP_C_A STATE_C,11
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_C_B MAP_A_C STATE_R,12
1,B,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_C_B MAP_A_C STATE_B,13
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_C_B MAP_A_C STATE_C,14
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_B_R MAP_C_B MAP_A_C STATE_A,15
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_A_C MAP_B_A STATE_R,16
1,C,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_A_C MAP_B_A STATE_C,17
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_A_C MAP_B_A STATE_A,18
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_A_C MAP_B_A STATE_B,19
1,R,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_B_C MAP_A_B STATE_R,20
1,C,R,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_B_C MAP_A_B STATE_C,21
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_B_C MAP_A_B STATE_B,22
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_R_STOP MAP_C_R MAP_B_C MAP_A_B STATE_A,23
