correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,P1:validation:442,entailed,23,60,validation,P1,60,4.413849830627441,consequent_match,1,60
1,P1:validation:736,entailed,23,60,validation,P1,60,6.205488204956055,consequent_match,1,60
1,P1:validation:452,entailed,23,60,validation,P1,60,5.446288585662842,rule_lhs_match,1,60
1,P1:validation:642,entailed,23,60,validation,P1,60,6.699455261230469,fact_match,1,60
1,P1:validation:308,entailed,23,60,validation,P1,60,7.4502716064453125,rule_lhs_match,1,60
1,P1:validation:295,not_entailed,23,61,validation,P1,61,20.35592031478882,fact_match,1,61
1,P1:validation:567,not_entailed,23,61,validation,P1,61,26.767986297607422,rule_lhs_match,1,61
1,P1:validation:457,not_entailed,23,61,validation,P1,61,30.126953125,fact_match,1,61
1,P1:validation:278,entailed,23,60,validation,P1,60,7.177961349487305,rule_lhs_match,1,60
1,P1:validation:398,entailed,23,60,validation,P1,60,6.744383811950684,rule_lhs_match,1,60
1,P1:validation:595,not_entailed,23,61,validation,P1,61,23.70769500732422,fact_match,1,61
1,P1:validation:633,not_entailed,23,61,validation,P1,61,30.45795726776123,rule_lhs_match,1,61
1,P1:validation:252,entailed,23,60,validation,P1,60,3.580972671508789,fact_match,1,60
1,P1:validation:608,entailed,23,60,validation,P1,60,4.957264423370361,rule_lhs_match,1,60
1,P1:validation:576,entailed,23,60,validation,P1,60,8.77264404296875,fact_match,1,60
1,P1:validation:134,entailed,23,60,validation,P1,60,6.202796936035156,rule_lhs_match,1,60
1,P1:validation:663,not_entailed,23,61,validation,P1,61,29.30857276916504,rule_lhs_match,1,61
1,P1:validation:732,entailed,23,60,validation,P1,60,3.4363937377929688,fact_match,1,60
0,P1:validation:670,entailed,23,61,validation,P1,60,-1.9039268493652344,consequent_match,0,61
1,P1:validation:7,not_entailed,23,61,validation,P1,61,20.67221164703369,fact_match,1,61
1,P1:validation:712,entailed,23,60,validation,P1,60,5.530261993408203,consequent_match,1,60
1,P1:validation:551,not_entailed,23,61,validation,P1,61,19.11921238899231,consequent_match,1,61
1,P1:validation:406,entailed,23,60,validation,P1,60,6.907711029052734,consequent_match,1,60
1,P1:validation:90,entailed,23,60,validation,P1,60,7.4502716064453125,fact_match,1,60
1,P1:validation:89,not_entailed,23,61,validation,P1,61,10.64085578918457,consequent_match,1,61
1,P1:validation:450,entailed,23,60,validation,P1,60,5.554839134216309,fact_match,1,60
1,P1:validation:384,entailed,23,60,validation,P1,60,2.6131887435913086,fact_match,1,60
1,P1:validation:568,entailed,23,60,validation,P1,60,6.205488204956055,consequent_match,1,60
1,P1:validation:410,entailed,23,60,validation,P1,60,8.310133934020996,rule_lhs_match,1,60
1,P1:validation:695,not_entailed,23,61,validation,P1,61,24.51873016357422,consequent_match,1,61
1,P1:validation:433,not_entailed,23,61,validation,P1,61,31.97830581665039,fact_match,1,61
1,P1:validation:762,entailed,23,60,validation,P1,60,7.091102600097656,fact_match,1,60
1,P1:validation:113,not_entailed,23,61,validation,P1,61,25.3410587310791,consequent_match,1,61
1,P1:validation:133,not_entailed,23,61,validation,P1,61,5.808010101318359,fact_match,1,61
1,P1:validation:493,not_entailed,23,61,validation,P1,61,9.764042377471924,fact_match,1,61
1,P1:validation:448,entailed,23,60,validation,P1,60,6.33415412902832,consequent_match,1,60
1,P1:validation:161,not_entailed,23,61,validation,P1,61,31.72494888305664,consequent_match,1,61
0,P1:validation:372,entailed,23,61,validation,P1,60,-5.2660322189331055,fact_match,0,61
