base_length,extension_length,family_id,head,head_output_cosine,head_output_norm_ratio,head_target_alignment,layer,model_seed,position_mode,relation_type
2,1,irrelevant_extension:n2:k1:f0,0,-0.7130193710327148,3.565274715423584,0.15534189343452454,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,0.5386103391647339,1.2413057088851929,0.20149463415145874,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,0.9999463558197021,0.9823788404464722,0.09543783962726593,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,-0.49359166622161865,0.8974117636680603,-0.21145768463611603,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,0,0.7788150310516357,0.923991322517395,0.06508181989192963,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,0.759804368019104,0.49323639273643494,0.27746763825416565,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,0.9990359544754028,1.0395400524139404,0.30378738045692444,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,0.6049445867538452,1.002931833267212,0.2616981863975525,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,0,-0.6015716791152954,0.5021002292633057,-0.01306396909058094,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,0.9658908843994141,1.6577290296554565,0.31063276529312134,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,-0.22307392954826355,0.28324559330940247,-0.12636609375476837,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,-0.2566010057926178,0.39369723200798035,-0.07524491101503372,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,0,-0.3950861394405365,0.6133927702903748,0.26438820362091064,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,-0.49994075298309326,1.8178635835647583,0.2517841160297394,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,0.45112094283103943,0.06164414435625076,0.3459087610244751,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,0.7249405980110168,1.0237315893173218,0.41225510835647583,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,0,-0.1919686198234558,3.808622121810913,0.2548648715019226,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,0.2978702485561371,2.010423183441162,0.2490970641374588,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,0.4266033172607422,1.0252196788787842,0.2030172199010849,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,0.9645146131515503,1.3517581224441528,0.11205291002988815,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,0,0.830762505531311,1.741960883140564,0.3219120502471924,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,1,0.6106095910072327,1.255088210105896,0.1691703200340271,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,2,0.8985426425933838,3.5568487644195557,0.2520436644554138,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f0,3,0.8720880150794983,2.025507688522339,0.12517541646957397,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,-0.2924641966819763,1.1341626644134521,0.15534105896949768,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,0.2901293635368347,0.9119311571121216,0.2014947384595871,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,0.9992027878761292,1.0204098224639893,0.10065311193466187,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,-0.5234989523887634,1.0840013027191162,-0.211458221077919,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,0.004198785871267319,0.5749898552894592,0.0750245749950409,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,0.28514012694358826,1.165895938873291,0.3028203845024109,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,0.9984672665596008,1.0404415130615234,0.309340238571167,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,0.6294241547584534,1.3044414520263672,0.26408448815345764,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,0.9896044731140137,0.8178974390029907,-0.0282354224473238,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,0.9780053496360779,1.560726284980774,0.3036443293094635,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,0.09186970442533493,0.34138837456703186,-0.015577016398310661,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,-0.35316044092178345,0.760070264339447,-0.14815618097782135,2,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,-0.3810446858406067,0.4817153215408325,0.3317817151546478,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,0.48227348923683167,0.9382086992263794,0.25306180119514465,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,-0.20872916281223297,0.07027874141931534,0.30929020047187805,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,0.7638177871704102,0.5468880534172058,0.4143136143684387,3,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,0.9984815120697021,1.2662231922149658,0.25324612855911255,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,-0.8210138082504272,0.9792829751968384,0.2186884582042694,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,0.6137827634811401,2.7671570777893066,0.169710174202919,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,-0.25244206190109253,2.583117961883545,0.11178798973560333,4,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,0,0.8732654452323914,1.7246240377426147,0.3190530240535736,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,1,-0.7545294761657715,1.7217415571212769,0.16481129825115204,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,2,0.8943930268287659,3.218196153640747,0.2511533200740814,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f1,3,0.8664262294769287,1.9972748756408691,0.12001553922891617,5,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,0,-0.7130591869354248,3.565321445465088,0.1671314239501953,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,1,0.3739827871322632,0.8200886845588684,0.27142831683158875,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,2,0.999936580657959,0.983045756816864,0.0739951804280281,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,3,-0.5235199332237244,1.084027886390686,0.13516466319561005,0,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,0,-0.28506821393966675,0.5707507133483887,0.29614585638046265,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,1,-0.7491733431816101,0.9505751132965088,-0.22312436997890472,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,2,0.9661073684692383,1.2363582849502563,0.24349936842918396,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,3,0.5848128795623779,1.0067297220230103,0.08894729614257812,1,11,aligned,irrelevant_extension
2,1,irrelevant_extension:n2:k1:f2,0,0.9930407404899597,0.9078202247619629,-0.024760786443948746,2,11,aligned,irrelevant_extension
