direction,end_layer,horizon,model_id,observed_margin_delta,pair_id,predicted_margin_delta,revision,start_layer
nuisance,1,1,EleutherAI/pythia-70m-deduped,1.030029296875,pythia-70m-deduped_0,0.7368742227554321,step143000,0
nuisance,2,2,EleutherAI/pythia-70m-deduped,-0.07244873046875,pythia-70m-deduped_0,0.45307692885398865,step143000,0
nuisance,4,4,EleutherAI/pythia-70m-deduped,0.28533935546875,pythia-70m-deduped_0,1.7420308589935303,step143000,0
nuisance,3,1,EleutherAI/pythia-70m-deduped,0.23187255859375,pythia-70m-deduped_0,-0.5097876787185669,step143000,2
nuisance,4,2,EleutherAI/pythia-70m-deduped,0.28533935546875,pythia-70m-deduped_0,-0.4111942648887634,step143000,2
nuisance,6,4,EleutherAI/pythia-70m-deduped,0.349609375,pythia-70m-deduped_0,0.11437977850437164,step143000,2
nuisance,1,1,EleutherAI/pythia-70m-deduped,-1.38677978515625,pythia-70m-deduped_1,-0.4158865213394165,step143000,0
nuisance,2,2,EleutherAI/pythia-70m-deduped,0.33709716796875,pythia-70m-deduped_1,0.24016916751861572,step143000,0
nuisance,4,4,EleutherAI/pythia-70m-deduped,1.7607421875,pythia-70m-deduped_1,1.911574125289917,step143000,0
nuisance,3,1,EleutherAI/pythia-70m-deduped,-0.17266845703125,pythia-70m-deduped_1,-0.4387723505496979,step143000,2
nuisance,4,2,EleutherAI/pythia-70m-deduped,1.7607421875,pythia-70m-deduped_1,1.8300453424453735,step143000,2
nuisance,6,4,EleutherAI/pythia-70m-deduped,-0.0443115234375,pythia-70m-deduped_1,-0.021319329738616943,step143000,2
nuisance,1,1,EleutherAI/pythia-70m-deduped,1.61016845703125,pythia-70m-deduped_2,2.023866891860962,step143000,0
nuisance,2,2,EleutherAI/pythia-70m-deduped,1.51202392578125,pythia-70m-deduped_2,0.4264765977859497,step143000,0
nuisance,4,4,EleutherAI/pythia-70m-deduped,1.40875244140625,pythia-70m-deduped_2,0.6672499179840088,step143000,0
nuisance,3,1,EleutherAI/pythia-70m-deduped,2.13665771484375,pythia-70m-deduped_2,2.5092480182647705,step143000,2
nuisance,4,2,EleutherAI/pythia-70m-deduped,1.40875244140625,pythia-70m-deduped_2,1.6074514389038086,step143000,2
nuisance,6,4,EleutherAI/pythia-70m-deduped,-0.1405029296875,pythia-70m-deduped_2,-0.8018954992294312,step143000,2
signal,1,1,EleutherAI/pythia-70m-deduped,0.0950927734375,pythia-70m-deduped_4,1.5426772832870483,step143000,0
signal,2,2,EleutherAI/pythia-70m-deduped,-1.063232421875,pythia-70m-deduped_4,-0.7788994908332825,step143000,0
signal,4,4,EleutherAI/pythia-70m-deduped,-0.50384521484375,pythia-70m-deduped_4,-0.21919608116149902,step143000,0
signal,3,1,EleutherAI/pythia-70m-deduped,2.542724609375,pythia-70m-deduped_4,2.5427913665771484,step143000,2
signal,4,2,EleutherAI/pythia-70m-deduped,-0.50384521484375,pythia-70m-deduped_4,0.6634510159492493,step143000,2
signal,6,4,EleutherAI/pythia-70m-deduped,-0.65185546875,pythia-70m-deduped_4,-0.14532743394374847,step143000,2
nuisance,1,1,Qwen/Qwen3-0.6B,0.01766204833984375,Qwen3-0.6B_0,-0.5820044279098511,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,2,2,Qwen/Qwen3-0.6B,-0.4957714080810547,Qwen3-0.6B_0,-1.1333926916122437,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,4,4,Qwen/Qwen3-0.6B,-1.0072212219238281,Qwen3-0.6B_0,-3.7619471549987793,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,25,1,Qwen/Qwen3-0.6B,2.3993701934814453,Qwen3-0.6B_0,3.573713541030884,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,26,2,Qwen/Qwen3-0.6B,3.222372055053711,Qwen3-0.6B_0,3.8191206455230713,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,28,4,Qwen/Qwen3-0.6B,0.9377803802490234,Qwen3-0.6B_0,8.031129837036133,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,1,1,Qwen/Qwen3-0.6B,-0.010894775390625,Qwen3-0.6B_1,0.08610516041517258,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,2,2,Qwen/Qwen3-0.6B,-0.4353799819946289,Qwen3-0.6B_1,-0.4481578469276428,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,4,4,Qwen/Qwen3-0.6B,-0.016069412231445312,Qwen3-0.6B_1,-0.2653798460960388,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,25,1,Qwen/Qwen3-0.6B,-0.6651401519775391,Qwen3-0.6B_1,-0.7073574066162109,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,26,2,Qwen/Qwen3-0.6B,-0.9739160537719727,Qwen3-0.6B_1,-0.9411013126373291,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,28,4,Qwen/Qwen3-0.6B,-1.4818572998046875,Qwen3-0.6B_1,-8.478745460510254,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,1,1,Qwen/Qwen3-0.6B,0.42078685760498047,Qwen3-0.6B_2,0.5800182819366455,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,2,2,Qwen/Qwen3-0.6B,0.016613483428955078,Qwen3-0.6B_2,1.302254319190979,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,4,4,Qwen/Qwen3-0.6B,0.30968570709228516,Qwen3-0.6B_2,0.08447533845901489,c1899de289a04d12100db370d81485cdf75e47ca,0
nuisance,25,1,Qwen/Qwen3-0.6B,-2.0133352279663086,Qwen3-0.6B_2,-0.02574847638607025,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,26,2,Qwen/Qwen3-0.6B,-1.0232934951782227,Qwen3-0.6B_2,-0.7908379435539246,c1899de289a04d12100db370d81485cdf75e47ca,24
nuisance,28,4,Qwen/Qwen3-0.6B,0.015110015869140625,Qwen3-0.6B_2,-1.311711072921753,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,1,1,Qwen/Qwen3-0.6B,0.24890708923339844,Qwen3-0.6B_3,-0.7551647424697876,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,2,2,Qwen/Qwen3-0.6B,0.7363739013671875,Qwen3-0.6B_3,0.08784762769937515,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,4,4,Qwen/Qwen3-0.6B,-0.12919902801513672,Qwen3-0.6B_3,-0.049128711223602295,c1899de289a04d12100db370d81485cdf75e47ca,0
