agreement,base_score,bridge_score,candidate_id,causal_utility,community_centrality,dataset,entropy_contribution,example_id,identity_id,intact_answer_logprob,is_evidence,lexical_score,persistence,removed_answer_logprob,semantic_score,split
0.6831521469483011,0.2736462234944251,1.0,5a7306a655429901807daf67:1:0,-0.3108506202697754,0.0,hotpotqa,0.20570783499116665,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,1,0.09128709291752768,0.2,-0.34815388917922974,0.4228491485118866,validation
0.5986850127290728,0.35763403986924114,1.0,5a7306a655429901807daf67:5:0,4.78572815656662,0.0,hotpotqa,0.2062347699764406,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,1,0.22360679774997896,0.3,-5.444732666015625,0.4672926925122738,validation
0.8198370801581235,0.36557206101421075,0.1605539682406892,5a7306a655429901807daf67:0:0,0.005680501461029053,0.8821496145592795,hotpotqa,0.2052367611223584,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.2519763153394848,0.0,-0.6646850109100342,0.4585140347480774,validation
0.731087282586381,0.35513390468344475,0.1639961421087268,5a7306a655429901807daf67:0:1,0.011940419673919678,0.8790064434210458,hotpotqa,0.20802089066989188,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.1846372364689991,0.25,-0.6709449291229248,0.49463117867708206,validation
0.7235481600084551,0.31702153729201243,0.16232456110410415,5a7306a655429901807daf67:0:2,0.04211223125457764,0.8836685134304895,hotpotqa,0.21085978528138263,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.0629940788348712,0.65,-0.7011167407035828,0.5248621851205826,validation
0.7469198016895444,0.3497720437094922,0.15805753924580102,5a7306a655429901807daf67:2:0,0.020336687564849854,0.8815730876392788,hotpotqa,0.20442231346793424,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.2519763153394848,0.0,-0.679341197013855,0.42978673055768013,validation
0.658303938642677,0.29190735370584997,0.15906581945048934,5a7306a655429901807daf67:3:0,0.013395905494689941,0.8745905217197205,hotpotqa,0.20577384717081496,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.13608276348795434,0.35,-0.6724004149436951,0.4194002002477646,validation
0.7590051610579716,0.3214730022238111,0.15839445286175763,5a7306a655429901807daf67:3:1,0.02333897352218628,0.8911006848017374,hotpotqa,0.207729619697682,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.11785113019775793,0.05,-0.6823434829711914,0.4880727156996727,validation
0.728183338404981,0.31662775073200466,0.15716187039981003,5a7306a655429901807daf67:3:2,0.022742152214050293,0.8641614278157553,hotpotqa,0.2077494650066584,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.16666666666666666,0.35,-0.6817466616630554,0.43932318314909935,validation
0.6967462944705285,0.2463614037559598,0.1562410445186492,5a7306a655429901807daf67:3:3,0.00588148832321167,0.8655008319351408,hotpotqa,0.2059814376203098,hotpotqa-5a7306a655429901807daf67,5a7306a655429901807daf67,-0.6590045094490051,0,0.0601929265428846,0.25,-0.6648859977722168,0.39868106693029404,validation
