agreement,base_score,bridge_score,candidate_id,causal_utility,community_centrality,dataset,entropy_contribution,example_id,identity_id,intact_answer_logprob,is_evidence,lexical_score,persistence,removed_answer_logprob,semantic_score,split
0.7451300769295239,0.3712653647976425,0.0,5a74106b55429979e288289e:4:0,0.04490947723388672,0.807392507791519,hotpotqa,0.20851472383457642,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,1,0.2849014411490949,0.25,-2.2102608680725098,0.44192675687372684,validation
0.6940331676809741,0.28048590475718693,0.0,5a74106b55429979e288289e:4:1,-1.0402345657348633,0.7822076247497037,hotpotqa,0.21012874273071513,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,1,0.06482037235521644,0.4,-1.1251168251037598,0.456939522176981,validation
0.7420679825616162,0.4097093649420869,0.0,5a74106b55429979e288289e:4:2,-0.7170602083206177,0.8325445188717407,hotpotqa,0.2104100750621093,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,1,0.32071349029490925,0.45,-1.4482911825180054,0.48252417147159576,validation
0.6275222564749839,0.29054753382830656,0.0,5a74106b55429979e288289e:6:0,3.6805295944213867,0.795942734317346,hotpotqa,0.20641208642208628,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,1,0.1709408646894569,0.35,-5.84588098526001,0.38840753585100174,validation
0.7152643679388032,0.29050036333206847,0.0,5a74106b55429979e288289e:0:0,-0.4941263198852539,0.8092759067362004,hotpotqa,0.20533400642898234,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.2519763153394848,0.2,-1.6712250709533691,0.3220200389623642,validation
0.6805221201671713,0.26667108769924264,0.0,5a74106b55429979e288289e:0:1,-0.23314762115478516,0.8043859172951092,hotpotqa,0.20698476430166116,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.2004459314343183,0.35,-1.932203769683838,0.32085530646145344,validation
0.746308249774985,0.3695707384194872,0.0,5a74106b55429979e288289e:1:0,0.2008664608001709,0.8260738692500375,hotpotqa,0.20647382540105266,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.3065696697424829,0.15,-2.366217851638794,0.42111706733703613,validation
0.6964738904582446,0.3266206005532794,0.0,5a74106b55429979e288289e:2:0,0.05329489707946777,0.8174197405576706,hotpotqa,0.20551135721888805,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.24525573579398632,0.2,-2.218646287918091,0.39319185353815556,validation
0.6607312189647802,0.2950806995644627,0.0,5a74106b55429979e288289e:2:1,0.012522459030151367,0.8044909271326932,hotpotqa,0.20618366204137656,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.11664236870396086,0.1,-2.1778738498687744,0.4410756975412369,validation
0.7155547664152361,0.282398515584661,0.0,5a74106b55429979e288289e:3:0,-0.4796992540359497,0.8382903443141418,hotpotqa,0.20490416706786385,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.11952286093343936,0.1,-1.6856521368026733,0.41566041484475136,validation
0.6959298145395534,0.2826613497163787,0.0,5a74106b55429979e288289e:3:1,-0.41663384437561035,0.7982470550320365,hotpotqa,0.20597981310882033,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.11952286093343936,0.2,-1.7487175464630127,0.41613829508423805,validation
0.779932392056178,0.4300892113843876,0.0,5a74106b55429979e288289e:3:2,-0.3313971757888794,0.8320669984275646,hotpotqa,0.20797024835830363,hotpotqa-5a74106b55429979e288289e,5a74106b55429979e288289e,-2.165351390838623,0,0.4291975376394761,0.25,-1.8339542150497437,0.43081876263022423,validation
0.662900068768379,0.380139584861461,0.08724633488626278,5a7618d85542994ccc9186cf:6:0,1.5431475639343262,0.8518387645483017,hotpotqa,0.2079580281229425,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.33407655239053047,0.3,-3.719285488128662,0.417827520519495,test
0.6570967415901401,0.3194708984891668,0.08170018877658966,5a7618d85542994ccc9186cf:6:1,0.01892542839050293,0.8789069026708602,hotpotqa,0.20928963598565134,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.2279211529192759,0.55,-2.195063352584839,0.394375235773623,test
0.6865283700078788,0.2766478653824959,0.08514802761880487,5a7618d85542994ccc9186cf:6:2,-0.6100389957427979,0.8736420628428461,hotpotqa,0.20605219440441308,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.1709408646894569,0.15,-1.566098928451538,0.36313541140407324,test
0.7133839496284646,0.268969127739562,0.0857180486177506,5a7618d85542994ccc9186cf:6:3,3.0743699073791504,0.8670069858431816,hotpotqa,0.20896110135469195,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.11952286093343936,0.35,-5.250507831573486,0.3912433460354805,test
0.7238472694711993,0.2821590180045237,0.08090960727221458,5a7618d85542994ccc9186cf:6:4,-0.6598453521728516,0.8713210454583168,hotpotqa,0.20601016361866606,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.16718346377260584,0.1,-1.5162925720214844,0.3762299260124564,test
0.666876787989541,0.2555270260883672,1.0,5a7618d85542994ccc9186cf:7:0,-0.6409640312194824,0.0,hotpotqa,0.20657321245546864,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,1,0.1259881576697424,0.2,-1.5351738929748535,0.3615133729763329,test
0.6728851390850532,0.3018258997438742,0.08924376094395056,5a7618d85542994ccc9186cf:0:0,0.22800159454345703,0.8465786525607107,hotpotqa,0.2068971778792176,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.21428571428571427,0.2,-2.404139518737793,0.37344968784600496,test
0.7698365654332334,0.23727956035693262,0.08322770347861284,5a7618d85542994ccc9186cf:0:1,-0.0877068042755127,0.8644196653366087,hotpotqa,0.20774101026377828,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.1091089451179962,0.3,-2.0884311199188232,0.34214642737060785,test
0.7421080372271949,0.3164054777137258,0.08572359729127894,5a7618d85542994ccc9186cf:0:2,-0.16851449012756348,0.8673314446210861,hotpotqa,0.20650293707261785,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.2727723627949905,0.15,-2.0076234340667725,0.35210529901087284,test
0.7317026443022963,0.31320087949851805,0.08309378362581094,5a7618d85542994ccc9186cf:0:3,0.07061767578125,0.8704314193129539,hotpotqa,0.20416608372133296,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.29777500019127906,0.05,-2.246755599975586,0.3258220534771681,test
0.7159909208761217,0.2807612733811142,0.08355998895159894,5a7618d85542994ccc9186cf:0:4,-0.3207550048828125,0.8627384436130523,hotpotqa,0.20833492814426596,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.20965696734438366,0.5,-1.8553829193115234,0.3389375237748027,test
0.7121251993896544,0.22950293368431013,0.08191784615371892,5a7618d85542994ccc9186cf:0:5,-0.09562873840332031,0.8713493666052818,hotpotqa,0.20635753069845597,hotpotqa-5a7618d85542994ccc9186cf,5a7618d85542994ccc9186cf,-2.176137924194336,0,0.11664236870396086,0.15,-2.0805091857910156,0.32184339594095945,test
0.6924167787142332,0.3445707858069438,0.08313361972694015,1703.07476:18:0,4.756870925426483,0.8366380745172501,qasper,0.20738216511814284,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.1414213562373095,0.25,-5.3188982009887695,0.5107839554548264,validation
0.7839593702124338,0.3072785642228374,0.08268974241723887,1703.07476:18:1,0.05015808343887329,0.8423165506124496,qasper,0.2094196970934848,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.07071067811865475,0.35,-0.6121853590011597,0.5008341073989868,validation
0.7757012765186304,0.2776801955185184,0.0809251973774415,1703.07476:18:2,-0.06057792901992798,0.8560283768177033,qasper,0.2054665645703898,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.07071067811865475,0.05,-0.5014493465423584,0.44701889157295227,validation
0.772046474216003,0.26078541572816,0.08633994819210934,1703.07476:18:3,0.0037019848823547363,0.8611684086918829,qasper,0.20753793281030997,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.06900655593423542,0.25,-0.5657292604446411,0.41769539192318916,validation
0.7164641786590783,0.2840369668318528,0.08554440293378417,1703.07476:18:4,-0.05219227075576782,0.8559066966176033,qasper,0.20890327868599173,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.1414213562373095,0.4,-0.5098350048065186,0.4007224664092064,validation
0.673359195941424,0.22251162680306524,0.09023054349669363,1703.07476:18:5,-0.06945237517356873,0.8307811036705971,qasper,0.2063066922425616,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.07071067811865475,0.3,-0.49257490038871765,0.3467124029994011,validation
0.642234898615593,0.35227745463254984,0.08115155747427376,1703.07476:18:6,0.12206286191940308,0.8534317803382873,qasper,0.20923549860297996,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.18257418583505539,0.5,-0.6840901374816895,0.49112558364868164,validation
0.652755831731195,0.37647911920108534,0.08442327063215406,1703.07476:27:0,-0.13587424159049988,0.8307104262709617,qasper,0.20721548221398703,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.1978141420187361,0.25,-0.4261530339717865,0.5226595550775528,validation
0.7638549962207175,0.3265746680607679,0.08105073391306628,1703.07476:27:1,-0.004894852638244629,0.859552561044693,qasper,0.2069347067118365,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.19364916731037085,0.1,-0.5571324229240417,0.43533189594745636,validation
0.7061582480201094,0.23561339773496726,0.082334509988159,1703.07476:27:2,-0.01225578784942627,0.8497823968529701,qasper,0.2039478710916451,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.07254762501100116,0.15,-0.5497714877128601,0.3690308481454849,validation
0.6991746889495583,0.2668499271507427,0.08491476050777699,1703.07476:27:3,-0.026150107383728027,0.8391000226140022,qasper,0.2061498090912539,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.13801311186847084,0.25,-0.5358771681785583,0.3722618669271469,validation
0.6610663294125955,0.243792499601841,1.0,1703.07476:27:4,-0.016039252281188965,0.0,qasper,0.20633020113561124,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,1703.07476,-0.5620272755622864,1,0.0,0.15,-0.5459880232810974,0.4432590901851654,validation
0.7367165371350076,0.28283958303425094,0.0,1705.04153:6:0,1.6720597743988037,0.8268841289661146,qasper,0.208617293837054,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,-1.6106765270233154,1,0.08006407690254357,0.3,-3.282736301422119,0.44874681532382965,test
0.6473535706515215,0.2450113017112017,0.0,1705.04153:6:1,-0.07500123977661133,0.8430543533780358,qasper,0.20862245332587792,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,-1.6106765270233154,1,0.0,0.5,-1.535675287246704,0.44547509402036667,test
0.7280313581517892,0.24408837854862214,0.0,1705.04153:0:0,-0.07133805751800537,0.8548758189786564,qasper,0.2077141652416591,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,-1.6106765270233154,0,0.0,0.35,-1.53933846950531,0.4437970519065857,test
0.7437153571089009,0.2354911697109197,0.0,1705.04153:0:1,-0.18217730522155762,0.8367100433869795,qasper,0.20486538217463532,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,-1.6106765270233154,0,0.08512565307587486,0.1,-1.4284992218017578,0.35851750150322914,test
0.6889102066860242,0.2523263251408935,0.0,1705.04153:0:2,-0.13742566108703613,0.840243524312973,qasper,0.20865504715827415,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,-1.6106765270233154,0,0.0,0.4,-1.4732508659362793,0.4587751366198063,test
