correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,P1:validation:442,entailed,11,60,validation,P1,60,13.23693561553955,consequent_match,1,60
1,P1:validation:736,entailed,11,60,validation,P1,60,10.632303714752197,consequent_match,1,60
1,P1:validation:452,entailed,11,60,validation,P1,60,16.14473819732666,rule_lhs_match,1,60
1,P1:validation:642,entailed,11,60,validation,P1,60,14.231563329696655,fact_match,1,60
1,P1:validation:308,entailed,11,60,validation,P1,60,11.898111820220947,rule_lhs_match,1,60
1,P1:validation:295,not_entailed,11,61,validation,P1,61,25.265103340148926,fact_match,1,61
1,P1:validation:567,not_entailed,11,61,validation,P1,61,24.643330812454224,rule_lhs_match,1,61
1,P1:validation:457,not_entailed,11,61,validation,P1,61,24.903114318847656,fact_match,1,61
1,P1:validation:278,entailed,11,60,validation,P1,60,8.599794387817383,rule_lhs_match,1,60
1,P1:validation:398,entailed,11,60,validation,P1,60,15.536410570144653,rule_lhs_match,1,60
1,P1:validation:595,not_entailed,11,61,validation,P1,61,23.944097757339478,fact_match,1,61
1,P1:validation:633,not_entailed,11,61,validation,P1,61,24.578357458114624,rule_lhs_match,1,61
1,P1:validation:252,entailed,11,60,validation,P1,60,12.1979341506958,fact_match,1,60
1,P1:validation:608,entailed,11,60,validation,P1,60,13.837775230407715,rule_lhs_match,1,60
1,P1:validation:576,entailed,11,60,validation,P1,60,13.389382362365723,fact_match,1,60
1,P1:validation:134,entailed,11,60,validation,P1,60,12.531773567199707,rule_lhs_match,1,60
1,P1:validation:663,not_entailed,11,61,validation,P1,61,18.49915885925293,rule_lhs_match,1,61
1,P1:validation:732,entailed,11,60,validation,P1,60,14.371592044830322,fact_match,1,60
1,P1:validation:670,entailed,11,60,validation,P1,60,14.414108753204346,consequent_match,1,60
1,P1:validation:7,not_entailed,11,61,validation,P1,61,26.59939193725586,fact_match,1,61
1,P1:validation:712,entailed,11,60,validation,P1,60,15.597766876220703,consequent_match,1,60
1,P1:validation:551,not_entailed,11,61,validation,P1,61,26.04765558242798,consequent_match,1,61
1,P1:validation:406,entailed,11,60,validation,P1,60,11.349518299102783,consequent_match,1,60
1,P1:validation:90,entailed,11,60,validation,P1,60,11.898111820220947,fact_match,1,60
1,P1:validation:89,not_entailed,11,61,validation,P1,61,20.725050449371338,consequent_match,1,61
1,P1:validation:450,entailed,11,60,validation,P1,60,10.745073318481445,fact_match,1,60
1,P1:validation:384,entailed,11,60,validation,P1,60,13.59334659576416,fact_match,1,60
1,P1:validation:568,entailed,11,60,validation,P1,60,10.632303714752197,consequent_match,1,60
1,P1:validation:410,entailed,11,60,validation,P1,60,12.83263874053955,rule_lhs_match,1,60
1,P1:validation:695,not_entailed,11,61,validation,P1,61,26.2085919380188,consequent_match,1,61
1,P1:validation:433,not_entailed,11,61,validation,P1,61,21.890841722488403,fact_match,1,61
1,P1:validation:762,entailed,11,60,validation,P1,60,14.715225219726562,fact_match,1,60
1,P1:validation:113,not_entailed,11,61,validation,P1,61,25.43639075756073,consequent_match,1,61
1,P1:validation:133,not_entailed,11,61,validation,P1,61,20.986775040626526,fact_match,1,61
1,P1:validation:493,not_entailed,11,61,validation,P1,61,25.832849502563477,fact_match,1,61
1,P1:validation:448,entailed,11,60,validation,P1,60,13.669003009796143,consequent_match,1,60
1,P1:validation:161,not_entailed,11,61,validation,P1,61,28.358349800109863,consequent_match,1,61
1,P1:validation:372,entailed,11,60,validation,P1,60,8.880670547485352,fact_match,1,60
1,P1:validation:1,not_entailed,11,61,validation,P1,61,16.99688148498535,fact_match,1,61
1,P1:validation:306,entailed,11,60,validation,P1,60,11.518267631530762,fact_match,1,60
1,P1:validation:453,not_entailed,11,61,validation,P1,61,24.880574226379395,rule_lhs_match,1,61
1,P1:validation:757,not_entailed,11,61,validation,P1,61,28.873595237731934,fact_match,1,61
1,P1:validation:283,not_entailed,11,61,validation,P1,61,24.95088291168213,fact_match,1,61
1,P1:validation:496,entailed,11,60,validation,P1,60,13.895968437194824,consequent_match,1,60
1,P1:validation:203,not_entailed,11,61,validation,P1,61,25.516905665397644,consequent_match,1,61
1,P1:validation:189,not_entailed,11,61,validation,P1,61,18.28392481803894,rule_lhs_match,1,61
1,P1:validation:713,not_entailed,11,61,validation,P1,61,29.604005336761475,consequent_match,1,61
1,P1:validation:416,entailed,11,60,validation,P1,60,15.62809133529663,rule_lhs_match,1,60
1,P1:validation:55,not_entailed,11,61,validation,P1,61,29.412681102752686,fact_match,1,61
1,P1:validation:238,entailed,11,60,validation,P1,60,13.23693561553955,consequent_match,1,60
1,P1:validation:616,entailed,11,60,validation,P1,60,13.604697227478027,consequent_match,1,60
1,P1:validation:740,entailed,11,60,validation,P1,60,11.132444381713867,rule_lhs_match,1,60
1,P1:validation:706,entailed,11,60,validation,P1,60,13.115434169769287,consequent_match,1,60
1,P1:validation:124,entailed,11,60,validation,P1,60,14.375088214874268,consequent_match,1,60
1,P1:validation:298,entailed,11,60,validation,P1,60,13.735352993011475,consequent_match,1,60
1,P1:validation:34,entailed,11,60,validation,P1,60,13.669003009796143,consequent_match,1,60
1,P1:validation:26,entailed,11,60,validation,P1,60,16.14473819732666,rule_lhs_match,1,60
1,P1:validation:354,entailed,11,60,validation,P1,60,14.271447896957397,fact_match,1,60
1,P1:validation:703,not_entailed,11,61,validation,P1,61,21.265738368034363,fact_match,1,61
1,P1:validation:150,entailed,11,60,validation,P1,60,14.565494060516357,fact_match,1,60
1,P1:validation:244,entailed,11,60,validation,P1,60,14.565494060516357,consequent_match,1,60
1,P1:validation:605,not_entailed,11,61,validation,P1,61,28.037962436676025,consequent_match,1,61
1,P1:validation:701,not_entailed,11,61,validation,P1,61,19.04948663711548,consequent_match,1,61
1,P1:validation:733,not_entailed,11,61,validation,P1,61,30.197304725646973,fact_match,1,61
1,P1:validation:584,entailed,11,60,validation,P1,60,14.492149829864502,rule_lhs_match,1,60
1,P1:validation:631,not_entailed,11,61,validation,P1,61,22.754983067512512,fact_match,1,61
1,P1:validation:37,not_entailed,11,61,validation,P1,61,22.746947765350342,fact_match,1,61
1,P1:validation:680,entailed,11,60,validation,P1,60,8.63821792602539,rule_lhs_match,1,60
1,P1:validation:223,not_entailed,11,61,validation,P1,61,24.942713022232056,fact_match,1,61
1,P1:validation:455,not_entailed,11,61,validation,P1,61,29.83810329437256,consequent_match,1,61
1,P1:validation:349,not_entailed,11,61,validation,P1,61,26.634378910064697,fact_match,1,61
1,P1:validation:749,not_entailed,11,61,validation,P1,61,19.474940538406372,consequent_match,1,61
1,P1:validation:481,not_entailed,11,61,validation,P1,61,23.220914840698242,fact_match,1,61
1,P1:validation:125,not_entailed,11,61,validation,P1,61,25.701992511749268,consequent_match,1,61
1,P1:validation:402,entailed,11,60,validation,P1,60,13.669003009796143,fact_match,1,60
1,P1:validation:253,not_entailed,11,61,validation,P1,61,19.93563938140869,fact_match,1,61
1,P1:validation:585,not_entailed,11,61,validation,P1,61,30.304186820983887,rule_lhs_match,1,61
