correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,F1:validation:471,binding,37,19,validation,F1,19,14.700317859649658,predicate_distractor,1,19
1,F1:validation:279,binding,37,19,validation,F1,19,14.8018159866333,predicate_distractor,1,19
1,F1:validation:350,binding,37,18,validation,F1,18,11.139948844909668,reversed,1,18
1,F1:validation:637,binding,37,17,validation,F1,17,8.716317176818848,reversed,1,17
1,F1:validation:27,binding,37,19,validation,F1,19,10.780643463134766,constant_distractor,1,19
1,F1:validation:597,binding,37,25,validation,F1,25,13.067968130111694,reversed,1,25
1,F1:validation:456,binding,37,16,validation,F1,16,11.390167236328125,constant_distractor,1,16
1,F1:validation:682,binding,37,26,validation,F1,26,13.214952945709229,canonical,1,26
1,F1:validation:738,binding,37,22,validation,F1,22,9.681467056274414,reversed,1,22
1,F1:validation:132,binding,37,16,validation,F1,16,10.842966079711914,predicate_distractor,1,16
1,F1:validation:702,binding,37,22,validation,F1,22,18.625298976898193,constant_distractor,1,22
1,F1:validation:661,binding,37,17,validation,F1,17,8.978103637695312,predicate_distractor,1,17
1,F1:validation:375,binding,37,19,validation,F1,19,15.31640338897705,predicate_distractor,1,19
1,F1:validation:407,binding,37,27,validation,F1,27,12.60546064376831,reversed,1,27
1,F1:validation:448,binding,37,20,validation,F1,20,10.971858978271484,reversed,1,20
1,F1:validation:90,binding,37,22,validation,F1,22,8.179530143737793,predicate_distractor,1,22
1,F1:validation:486,binding,37,22,validation,F1,22,9.01726245880127,canonical,1,22
1,F1:validation:36,binding,37,16,validation,F1,16,9.630686283111572,predicate_distractor,1,16
1,F1:validation:599,binding,37,27,validation,F1,27,14.351373195648193,reversed,1,27
1,F1:validation:650,binding,37,18,validation,F1,18,11.510357856750488,constant_distractor,1,18
1,F1:validation:536,binding,37,24,validation,F1,24,9.534004211425781,canonical,1,24
1,F1:validation:7,binding,37,23,validation,F1,23,12.054483890533447,canonical,1,23
1,F1:validation:479,binding,37,27,validation,F1,27,11.746901512145996,predicate_distractor,1,27
1,F1:validation:649,binding,37,17,validation,F1,17,11.429205894470215,constant_distractor,1,17
1,F1:validation:643,binding,37,23,validation,F1,23,15.634605407714844,reversed,1,23
1,F1:validation:614,binding,37,18,validation,F1,18,9.406600952148438,predicate_distractor,1,18
1,F1:validation:274,binding,37,26,validation,F1,26,9.263204574584961,constant_distractor,1,26
1,F1:validation:151,binding,37,23,validation,F1,23,11.752164363861084,canonical,1,23
1,F1:validation:727,binding,37,23,validation,F1,23,12.324944496154785,canonical,1,23
1,F1:validation:60,binding,37,16,validation,F1,16,11.748749256134033,reversed,1,16
1,F1:validation:272,binding,37,24,validation,F1,24,7.473151206970215,constant_distractor,1,24
1,F1:validation:494,binding,37,18,validation,F1,18,13.504571914672852,reversed,1,18
1,F1:validation:164,binding,37,24,validation,F1,24,11.729859352111816,reversed,1,24
1,F1:validation:631,binding,37,23,validation,F1,23,11.682357788085938,canonical,1,23
1,F1:validation:341,binding,37,21,validation,F1,21,10.497676849365234,canonical,1,21
1,F1:validation:425,binding,37,21,validation,F1,21,11.502257347106934,predicate_distractor,1,21
1,F1:validation:62,binding,37,18,validation,F1,18,14.788159370422363,reversed,1,18
1,F1:validation:595,binding,37,23,validation,F1,23,15.633208274841309,reversed,1,23
1,F1:validation:492,binding,37,16,validation,F1,16,11.593230247497559,reversed,1,16
1,F1:validation:251,binding,37,27,validation,F1,27,11.810713768005371,canonical,1,27
1,F1:validation:231,binding,37,19,validation,F1,19,15.105268955230713,predicate_distractor,1,19
1,F1:validation:47,binding,37,27,validation,F1,27,14.598830699920654,predicate_distractor,1,27
1,F1:validation:517,binding,37,17,validation,F1,17,10.17704963684082,predicate_distractor,1,17
1,F1:validation:136,binding,37,20,validation,F1,20,10.625593185424805,predicate_distractor,1,20
1,F1:validation:706,binding,37,26,validation,F1,26,11.597626209259033,constant_distractor,1,26
1,F1:validation:157,binding,37,17,validation,F1,17,9.605171203613281,reversed,1,17
1,F1:validation:215,binding,37,27,validation,F1,27,12.670348167419434,reversed,1,27
1,F1:validation:361,binding,37,17,validation,F1,17,8.719797134399414,constant_distractor,1,17
1,F1:validation:150,binding,37,22,validation,F1,22,11.880691528320312,canonical,1,22
1,F1:validation:281,binding,37,21,validation,F1,21,12.78568983078003,predicate_distractor,1,21
1,F1:validation:349,binding,37,17,validation,F1,17,12.1803560256958,reversed,1,17
1,F1:validation:211,binding,37,23,validation,F1,23,14.697472095489502,reversed,1,23
1,F1:validation:512,binding,37,24,validation,F1,24,11.724517822265625,constant_distractor,1,24
1,F1:validation:578,binding,37,18,validation,F1,18,9.805091857910156,canonical,1,18
1,F1:validation:709,binding,37,17,validation,F1,17,9.066906929016113,predicate_distractor,1,17
1,F1:validation:115,binding,37,23,validation,F1,23,15.634605407714844,reversed,1,23
1,F1:validation:549,binding,37,25,validation,F1,25,13.219892024993896,reversed,1,25
1,F1:validation:53,binding,37,21,validation,F1,21,9.600667953491211,canonical,1,21
1,F1:validation:218,binding,37,18,validation,F1,18,13.528183937072754,constant_distractor,1,18
1,F1:validation:469,binding,37,17,validation,F1,17,10.587873458862305,predicate_distractor,1,17
1,F1:validation:428,binding,37,24,validation,F1,24,9.70153522491455,predicate_distractor,1,24
1,F1:validation:518,binding,37,18,validation,F1,18,9.681859016418457,predicate_distractor,1,18
1,F1:validation:598,binding,37,26,validation,F1,26,13.99512243270874,reversed,1,26
1,F1:validation:634,binding,37,26,validation,F1,26,12.389928817749023,canonical,1,26
1,F1:validation:78,binding,37,22,validation,F1,22,8.732553482055664,constant_distractor,1,22
1,F1:validation:238,binding,37,26,validation,F1,26,11.403738021850586,predicate_distractor,1,26
1,F1:validation:138,binding,37,22,validation,F1,22,12.8722243309021,predicate_distractor,1,22
1,F1:validation:249,binding,37,25,validation,F1,25,14.382860898971558,canonical,1,25
1,F1:validation:210,binding,37,22,validation,F1,22,11.743517875671387,reversed,1,22
1,F1:validation:135,binding,37,19,validation,F1,19,10.464073181152344,predicate_distractor,1,19
1,F1:validation:594,binding,37,22,validation,F1,22,12.601906776428223,reversed,1,22
1,F1:validation:223,binding,37,23,validation,F1,23,12.864434242248535,constant_distractor,1,23
1,F1:validation:430,binding,37,26,validation,F1,26,12.664963722229004,predicate_distractor,1,26
1,F1:validation:260,binding,37,24,validation,F1,24,10.993502616882324,reversed,1,24
1,F1:validation:119,binding,37,27,validation,F1,27,12.844503402709961,reversed,1,27
1,F1:validation:179,binding,37,27,validation,F1,27,14.516747951507568,constant_distractor,1,27
1,F1:validation:693,binding,37,25,validation,F1,25,11.657735347747803,reversed,1,25
1,F1:validation:170,binding,37,18,validation,F1,18,10.76077651977539,constant_distractor,1,18
1,F1:validation:75,binding,37,19,validation,F1,19,13.908958911895752,constant_distractor,1,19
1,F1:validation:294,binding,37,22,validation,F1,22,10.546971797943115,canonical,1,22
1,F1:validation:31,binding,37,23,validation,F1,23,13.78429651260376,constant_distractor,1,23
1,F1:validation:6,binding,37,22,validation,F1,22,13.502992630004883,canonical,1,22
1,F1:validation:213,binding,37,25,validation,F1,25,10.626174926757812,reversed,1,25
1,F1:validation:339,binding,37,19,validation,F1,19,10.96164608001709,canonical,1,19
1,F1:validation:372,binding,37,16,validation,F1,16,11.814317226409912,predicate_distractor,1,16
1,F1:validation:356,binding,37,24,validation,F1,24,12.325338363647461,reversed,1,24
1,F1:validation:437,binding,37,21,validation,F1,21,11.937444686889648,canonical,1,21
1,F1:validation:409,binding,37,17,validation,F1,17,11.150049209594727,constant_distractor,1,17
1,F1:validation:502,binding,37,26,validation,F1,26,13.064393997192383,reversed,1,26
1,F1:validation:198,binding,37,22,validation,F1,22,11.280881881713867,canonical,1,22
1,F1:validation:314,binding,37,18,validation,F1,18,8.597452163696289,constant_distractor,1,18
1,F1:validation:618,binding,37,22,validation,F1,22,9.805380821228027,predicate_distractor,1,22
1,F1:validation:762,binding,37,22,validation,F1,22,10.559033393859863,predicate_distractor,1,22
1,F1:validation:144,binding,37,16,validation,F1,16,12.611050605773926,canonical,1,16
1,F1:validation:385,binding,37,17,validation,F1,17,9.76644515991211,canonical,1,17
1,F1:validation:310,binding,37,26,validation,F1,26,11.575149536132812,reversed,1,26
1,F1:validation:360,binding,37,16,validation,F1,16,11.84941053390503,constant_distractor,1,16
1,F1:validation:290,binding,37,18,validation,F1,18,10.605588912963867,canonical,1,18
1,F1:validation:308,binding,37,24,validation,F1,24,9.292840003967285,reversed,1,24
1,F1:validation:106,binding,37,26,validation,F1,26,12.553881645202637,canonical,1,26
1,F1:validation:723,binding,37,19,validation,F1,19,13.048270225524902,canonical,1,19
1,F1:validation:411,binding,37,19,validation,F1,19,11.860565185546875,constant_distractor,1,19
1,F1:validation:707,binding,37,27,validation,F1,27,15.877357959747314,constant_distractor,1,27
1,F1:validation:402,binding,37,22,validation,F1,22,17.762043476104736,reversed,1,22
1,F1:validation:257,binding,37,21,validation,F1,21,14.434525489807129,reversed,1,21
1,F1:validation:335,binding,37,27,validation,F1,27,13.703519821166992,predicate_distractor,1,27
1,F1:validation:244,binding,37,20,validation,F1,20,8.323762893676758,canonical,1,20
1,F1:validation:269,binding,37,21,validation,F1,21,11.518983364105225,constant_distractor,1,21
1,F1:validation:45,binding,37,25,validation,F1,25,12.914927959442139,predicate_distractor,1,25
1,F1:validation:566,binding,37,18,validation,F1,18,12.199384689331055,predicate_distractor,1,18
